Week,Deaths
1,339
2,623
3,1015
4,1118
5,980
6,817
7,613
8,465
9,435
10,420
11,301
12,261
13,260
14,306
15,324
16,452
17,477
18,486
19,501
20,447
21,303
22,304
23,77
24,-331
25,143
26,140
27,152
28,174
29,242
30,291
31,263
32,346
33,259
34,300
35,302
36,253
37,227
38,224
39,210
40,231
41,287
42,379
43,380
44,376
45,344
46,304
47,322
48,308
49,285
50,280
51,382
52,350
