Week,Deaths
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,8
9,82
10,678
11,2412
12,4786
13,5972
14,4837
15,4160
16,3474
17,2655
18,1998
19,1423
20,1028
21,671
22,464
23,444
24,271
25,277
26,211
27,109
28,88
29,91
30,70
31,57
32,48
33,55
34,43
35,43
36,80
37,81
38,130
39,154
40,162
41,292
42,601
43,1187
44,2235
45,3590
46,4884
47,5517
48,5439
49,4846
50,4480
51,4091
52,3391
