Week,Deaths
1,130
2,138
3,173
4,230
5,300
6,318
7,269
8,161
9,119
10,137
11,132
12,158
13,163
14,166
15,167
16,123
17,108
18,83
19,69
20,51
21,41
22,46
23,39
24,36
25,35
26,59
27,60
28,71
29,89
30,80
31,61
32,77
33,60
34,39
35,41
36,40
37,33
38,21
39,28
40,57
41,66
42,62
43,49
44,34
45,34
46,28
47,29
48,26
49,48
50,72
51,87
52,81
