Week,Deaths
1,842
2,1060
3,883
4,661
5,543
6,496
7,477
8,476
9,566
10,605
11,619
12,703
13,730
14,595
15,547
16,615
17,532
18,367
19,353
20,358
21,282
22,209
23,230
24,174
25,174
26,142
27,109
28,81
29,83
30,71
31,80
32,133
33,153
34,240
35,180
36,259
37,290
38,306
39,274
40,298
41,407
42,344
43,364
44,373
45,370
46,292
47,217
48,216
49,212
50,270
51,329
52,219
