Week,Deaths
1,158
2,166
3,144
4,124
5,111
6,110
7,82
8,91
9,64
10,79
11,78
12,103
13,-3432
14,92
15,105
16,76
17,61
18,50
19,24
20,23
21,17
22,17
23,15
24,12
25,10
26,3
27,5
28,8
29,11
30,2
31,4
32,6
33,6
34,4
35,7
36,10
37,8
38,16
39,25
40,27
41,34
42,52
43,37
44,56
45,46
46,57
47,57
48,48
49,48
50,42
51,32
52,24
