Week,Deaths
1,91
2,69
3,80
4,109
5,141
6,181
7,197
8,219
9,221
10,195
11,239
12,290
13,285
14,216
15,162
16,129
17,91
18,80
19,42
20,36
21,33
22,24
23,24
24,28
25,38
26,49
27,68
28,61
29,96
30,103
31,68
32,71
33,62
34,53
35,38
36,47
37,30
38,38
39,47
40,103
41,87
42,79
43,76
44,52
45,53
46,55
47,43
48,53
49,42
50,58
51,73
52,77
