Week,Deaths
1,3433
2,3461
3,3418
4,3162
5,3078
6,2909
7,2534
8,2171
9,2071
10,1889
11,1838
12,1866
13,1994
14,2145
15,1993
16,2093
17,1992
18,1554
19,1225
20,965
21,793
22,598
23,385
24,328
25,243
26,193
27,163
28,122
29,144
30,290
31,350
32,467
33,828
34,744
35,685
36,613
37,485
38,406
39,331
40,246
41,207
42,203
43,206
44,235
45,246
46,325
47,466
48,640
49,930
50,1067
51,1180
52,1336
