Week,Deaths
1,1504
2,1539
3,1723
4,2006
5,2069
6,2055
7,1810
8,1414
9,1124
10,849
11,810
12,746
13,819
14,803
15,864
16,901
17,877
18,757
19,622
20,476
21,328
22,341
23,260
24,277
25,313
26,279
27,443
28,598
29,750
30,619
31,547
32,534
33,428
34,331
35,315
36,284
37,210
38,230
39,225
40,315
41,417
42,527
43,496
44,452
45,400
46,474
47,455
48,490
49,589
50,727
51,809
52,815
