Week,Deaths
1,1709
2,2317
3,2677
4,2797
5,2677
6,2229
7,1944
8,1565
9,1290
10,1022
11,980
12,1027
13,1126
14,1083
15,1089
16,1074
17,1063
18,980
19,830
20,701
21,567
22,413
23,419
24,351
25,453
26,553
27,831
28,1014
29,1258
30,1252
31,1151
32,905
33,738
34,614
35,473
36,356
37,325
38,283
39,313
40,489
41,584
42,628
43,675
44,605
45,578
46,641
47,710
48,827
49,860
50,944
51,877
52,882
