Week,Deaths
1,7632
2,8745
3,9877
4,9495
5,8292
6,6731
7,5321
8,4449
9,3889
10,3411
11,2881
12,2442
13,2273
14,2060
15,1923
16,1611
17,1400
18,1164
19,963
20,827
21,746
22,654
23,708
24,686
25,769
26,931
27,1114
28,1460
29,2197
30,3135
31,4191
32,4909
33,5528
34,5539
35,5103
36,4561
37,3950
38,3416
39,2863
40,2389
41,2006
42,1633
43,1375
44,1159
45,1012
46,965
47,927
48,940
49,903
50,848
51,810
52,770
