Week,Deaths
1,829
2,517
3,338
4,331
5,344
6,455
7,601
8,599
9,535
10,572
11,626
12,545
13,431
14,278
15,304
16,231
17,162
18,167
19,109
20,85
21,72
22,55
23,32
24,30
25,15
26,8
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,
50,
51,
52,
