Week,Deaths
1,72
2,58
3,27
4,27
5,34
6,39
7,54
8,57
9,44
10,40
11,57
12,54
13,31
14,36
15,17
16,26
17,16
18,16
19,11
20,9
21,5
22,5
23,3
24,7
25,2
26,1
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,
50,
51,
52,
