Week,Deaths
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,1
12,10
13,24
14,152
15,381
16,738
17,993
18,1083
19,1174
20,990
21,686
22,727
23,724
24,338
25,297
26,157
27,152
28,96
29,79
30,42
31,53
32,35
33,50
34,44
35,49
36,29
37,22
38,41
39,50
40,153
41,175
42,136
43,163
44,216
45,320
46,391
47,500
48,551
49,596
50,748
51,781
52,787
