Week,Deaths
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,6
14,19
15,55
16,73
17,72
18,89
19,114
20,118
21,136
22,171
23,292
24,400
25,500
26,766
27,966
28,1148
29,1363
30,1687
31,2130
32,2145
33,2242
34,2076
35,2199
36,2121
37,1630
38,1332
39,1253
40,1294
41,1098
42,1121
43,1186
44,1333
45,1270
46,1264
47,1260
48,1285
49,1253
50,1202
51,1350
52,1671
