Week,Deaths
1,26028
2,25743
3,23734
4,20363
5,17069
6,13551
7,10835
8,8675
9,6742
10,5734
11,4912
12,4465
13,4213
14,4325
15,4461
16,4615
17,4181
18,4015
19,3694
20,3246
21,2783
22,2353
23,2049
24,1783
25,1642
26,1549
27,1650
28,1996
29,2770
30,4126
31,6503
32,9425
33,12207
34,14212
35,15539
36,15453
37,15246
38,14375
39,12858
40,11199
41,9902
42,8957
43,7975
44,7302
45,7174
46,7326
47,7897
48,8792
49,9744
50,10268
51,10476
52,11701
