Week,Deaths
1,1936
2,2437
3,2718
4,2698
5,2119
6,1793
7,1315
8,1007
9,782
10,650
11,821
12,874
13,1132
14,1506
15,2281
16,2882
17,3274
18,3147
19,3383
20,3469
21,3488
22,3683
23,3725
24,4131
25,4575
26,4402
27,4008
28,3602
29,2855
30,2244
31,1655
32,1134
33,802
34,625
35,510
36,371
37,297
38,242
39,268
40,216
41,244
42,198
43,231
44,231
45,265
46,292
47,330
48,342
49,326
50,334
51,341
52,256
