Week,Deaths
1,0
2,0
3,0
4,0
5,1161
6,96
7,89
8,90
9,78
10,78
11,88
12,93
13,103
14,123
15,131
16,146
17,155
18,173
19,173
20,170
21,213
22,232
23,226
24,183
25,59
26,0
27,0
28,-76
29,85
30,60
31,67
32,0
33,56
34,53
35,39
36,40
37,38
38,37
39,33
40,78
41,45
42,52
43,72
44,51
45,0
46,204
47,89
48,152
49,172
50,92
51,64
52,71
