Week,Deaths
1,15157
2,19134
3,21397
4,21027
5,18800
6,15358
7,11595
8,8304
9,6056
10,4413
11,3131
12,2512
13,1911
14,1559
15,1411
16,1347
17,1427
18,1433
19,1678
20,1747
21,1944
22,2011
23,2142
24,2200
25,2335
26,2429
27,2592
28,2937
29,3237
30,3407
31,3380
32,3291
33,3171
34,3055
35,2931
36,2812
37,2520
38,2550
39,2382
40,2197
41,2149
42,2197
43,2246
44,2250
45,2206
46,2258
47,2503
48,2599
49,3041
50,3194
51,3325
52,3667
