Week,Deaths
1,112
2,111
3,102
4,86
5,68
6,42
7,49
8,37
9,33
10,29
11,34
12,35
13,43
14,44
15,53
16,65
17,95
18,134
19,182
20,218
21,197
22,191
23,169
24,151
25,129
26,84
27,87
28,101
29,67
30,89
31,94
32,87
33,101
34,119
35,137
36,186
37,195
38,240
39,224
40,199
41,185
42,149
43,83
44,105
45,63
46,54
47,36
48,25
49,20
50,8
51,9
52,8
