Week,Deaths
1,80
2,0
3,126
4,101
5,58
6,32
7,20
8,19
9,14
10,10
11,13
12,13
13,13
14,12
15,8
16,8
17,7
18,9
19,5
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
