Week,Deaths
1,308
2,481
3,1093
4,1736
5,1722
6,1482
7,1105
8,632
9,483
10,271
11,160
12,129
13,92
14,67
15,38
16,24
17,28
18,16
19,12
20,12
21,21
22,13
23,27
24,24
25,52
26,100
27,132
28,163
29,238
30,242
31,230
32,212
33,119
34,113
35,127
36,62
37,38
38,23
39,25
40,13
41,13
42,7
43,10
44,13
45,12
46,19
47,14
48,16
49,32
50,53
51,80
52,103
