Week,Deaths
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,4
13,24
14,146
15,382
16,749
17,1453
18,2361
19,2893
20,3414
21,3994
22,4178
23,4512
24,4891
25,4986
26,4569
27,4971
28,5374
29,5534
30,5464
31,5258
32,5027
33,4522
34,4065
35,3731
36,3556
37,3208
38,2955
39,2840
40,2586
41,2488
42,2689
43,3107
44,3336
45,3482
46,3561
47,3709
48,4060
49,4235
50,4644
51,5157
52,5775
