Week,Deaths
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,5
12,114
13,607
14,3801
15,6888
16,9495
17,9009
18,6680
19,4426
20,4214
21,2872
22,2000
23,1697
24,1203
25,849
26,652
27,562
28,388
29,303
30,231
31,200
32,162
33,146
34,149
35,111
36,83
37,110
38,158
39,234
40,343
41,474
42,762
43,1126
44,1598
45,2226
46,2839
47,3040
48,3371
49,3160
50,3066
51,3275
52,3197
