Week,Deaths
1,3879
2,3700
3,3253
4,2915
5,2648
6,2351
7,2105
8,2160
9,1998
10,1854
11,1767
12,1669
13,1450
14,1373
15,1221
16,1197
17,1028
18,951
19,839
20,759
21,742
22,697
23,633
24,613
25,582
26,544
27,491
28,507
29,540
30,548
31,670
32,753
33,922
34,1063
35,1189
36,1312
37,1407
38,1416
39,1453
40,1400
41,1312
42,1391
43,1287
44,1245
45,1389
46,1425
47,1420
48,1721
49,1786
50,1838
51,1927
52,2210
