Week,Deaths
1,219
2,440
3,660
4,670
5,581
6,436
7,324
8,242
9,151
10,140
11,139
12,149
13,200
14,198
15,250
16,315
17,295
18,315
19,339
20,317
21,344
22,375
23,331
24,344
25,324
26,344
27,400
28,451
29,607
30,618
31,603
32,526
33,375
34,329
35,240
36,214
37,184
38,147
39,113
40,102
41,74
42,103
43,85
44,111
45,116
46,154
47,178
48,259
49,272
50,299
51,334
52,1094
