Week,Deaths
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,4
11,3
12,2
13,7
14,20
15,25
16,12
17,12
18,14
19,2
20,2
21,4
22,0
23,0
24,0
25,0
26,1
27,1
28,4
29,16
30,45
31,95
32,106
33,138
34,114
35,97
36,58
37,46
38,36
39,23
40,19
41,5
42,1
43,2
44,0
45,0
46,3
47,0
48,1
49,1
50,0
51,0
52,1
