Week,Deaths
1,615
2,568
3,458
4,340
5,293
6,282
7,307
8,242
9,204
10,220
11,191
12,189
13,190
14,144
15,175
16,201
17,201
18,210
19,168
20,128
21,123
22,102
23,67
24,69
25,57
26,34
27,27
28,39
29,21
30,31
31,36
32,41
33,49
34,71
35,86
36,117
37,139
38,140
39,143
40,182
41,195
42,194
43,160
44,114
45,186
46,176
47,23
48,
49,
50,
51,
52,
