Week,Deaths
1,909
2,1385
3,2395
4,3603
5,3901
6,3308
7,2385
8,1571
9,930
10,532
11,349
12,209
13,153
14,117
15,71
16,70
17,41
18,42
19,34
20,40
21,38
22,35
23,37
24,76
25,118
26,186
27,315
28,559
29,607
30,638
31,596
32,423
33,292
34,231
35,171
36,105
37,86
38,55
39,55
40,53
41,22
42,25
43,25
44,24
45,19
46,33
47,22
48,61
49,69
50,117
51,159
52,206
