Week,Deaths
1,64
2,54
3,45
4,48
5,47
6,37
7,35
8,59
9,64
10,60
11,56
12,50
13,45
14,31
15,31
16,38
17,24
18,22
19,11
20,14
21,10
22,9
23,7
24,5
25,5
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,
50,
51,
52,
