Week,Deaths
1,15
2,34
3,45
4,82
5,108
6,131
7,122
8,105
9,83
10,78
11,66
12,40
13,42
14,35
15,22
16,18
17,22
18,16
19,23
20,28
21,23
22,30
23,8
24,0
25,26
26,38
27,27
28,29
29,37
30,50
31,34
32,26
33,28
34,28
35,31
36,26
37,20
38,20
39,13
40,8
41,8
42,8
43,9
44,10
45,10
46,12
47,7
48,8
49,5
50,8
51,13
52,13
