Week,Deaths
1,0
2,0
3,0
4,0
5,1
6,0
7,0
8,0
9,0
10,0
11,43
12,670
13,2002
14,3287
15,3348
16,2741
17,2101
18,1408
19,1062
20,815
21,566
22,474
23,335
24,263
25,164
26,123
27,105
28,133
29,105
30,103
31,81
32,76
33,99
34,122
35,112
36,141
37,267
38,433
39,580
40,604
41,714
42,983
43,1796
44,3161
45,4812
46,5500
47,5617
48,4691
49,3966
50,3798
51,3389
52,3120
