Week,Deaths
1,111
2,125
3,121
4,156
5,277
6,534
7,732
8,874
9,885
10,830
11,655
12,11858
13,391
14,308
15,234
16,144
17,152
18,102
19,85
20,80
21,83
22,78
23,121
24,150
25,159
26,178
27,224
28,252
29,264
30,249
31,221
32,188
33,213
34,208
35,189
36,178
37,174
38,123
39,132
40,128
41,106
42,123
43,117
44,137
45,194
46,182
47,192
48,186
49,165
50,142
51,162
52,160
