Week,Deaths
1,958
2,1016
3,1091
4,965
5,797
6,542
7,406
8,331
9,272
10,207
11,205
12,207
13,199
14,209
15,285
16,333
17,339
18,303
19,335
20,290
21,270
22,235
23,205
24,135
25,176
26,138
27,78
28,66
29,49
30,47
31,65
32,42
33,93
34,100
35,115
36,162
37,198
38,248
39,298
40,262
41,282
42,261
43,222
44,178
45,175
46,171
47,137
48,138
49,142
50,132
51,109
52,173
