Week,Deaths
1,5759
2,5096
3,4107
4,3102
5,2268
6,1680
7,1478
8,1227
9,1049
10,1104
11,1277
12,1526
13,1590
14,1582
15,1627
16,1622
17,1307
18,1010
19,676
20,448
21,261
22,141
23,67
24,47
25,30
26,25
27,25
28,30
29,40
30,72
31,89
32,144
33,224
34,351
35,432
36,449
37,385
38,354
39,423
40,489
41,581
42,1051
43,1274
44,1672
45,2286
46,2710
47,3093
48,2865
49,2513
50,1994
51,1287
52,1029
